label,Molecular Weight,Isoelectric point,Charge density,Charge,Instability index,Aromaticity,Aliphatic index,Boman index,Hydrophobic ratio,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_N,freq_K,freq_L,freq_M,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y
0,10092.53,4.1659,-0.00063,-6.398,37.0641,0.0543,101.7391,1.29,0.4348,0.087,0.0652,0.087,0.087,0.0109,0.0543,0.0,0.0326,0.0435,0.0652,0.1413,0.0109,0.0435,0.0217,0.0326,0.0435,0.0435,0.087,0.0109,0.0326
1,4428.26,12.1787,0.00203,8.996,31.5463,0.0488,90.4878,1.6715,0.3659,0.122,0.0,0.0244,0.0244,0.0244,0.122,0.0,0.122,0.0244,0.1463,0.0244,0.0,0.0732,0.0244,0.0976,0.0244,0.0488,0.0732,0.0244,0.0
1,9137.85,8.322,0.00079,7.221,27.1952,0.0833,62.619,1.1296,0.4286,0.0476,0.1548,0.0238,0.0595,0.0476,0.1071,0.0119,0.0238,0.0238,0.131,0.0714,0.0119,0.0357,0.0119,0.0357,0.0833,0.0119,0.0714,0.0119,0.0238
0,5194.66,3.7424,-0.00126,-6.537,102.3851,0.0851,37.4468,2.4172,0.3617,0.1064,0.1702,0.1064,0.1064,0.0,0.0426,0.0,0.0,0.0213,0.0,0.0213,0.0,0.0851,0.0426,0.0638,0.0851,0.0,0.0638,0.0213,0.0638
1,2687.03,10.708,0.00149,3.994,47.0565,0.1304,46.5217,2.9252,0.1304,0.0,0.0,0.0435,0.0,0.0,0.0435,0.0,0.0435,0.087,0.0435,0.0435,0.0,0.2609,0.0,0.1304,0.087,0.0435,0.0435,0.0,0.1304
1,1178.35,13.707,0.00263,3.095,70.5636,0.0,107.2727,2.4964,0.5455,0.3636,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0909,0.0,0.0909,0.0,0.0,0.0,0.1818,0.0909,0.0,0.0,0.0,0.0
1,7791.16,8.0085,0.00036,2.826,30.7348,0.087,87.5362,1.1836,0.4493,0.0435,0.1014,0.029,0.0725,0.0435,0.087,0.0435,0.0725,0.0,0.058,0.087,0.029,0.0145,0.0145,0.0725,0.1014,0.0145,0.0725,0.029,0.0145
1,1851.47,13.2969,0.00486,8.994,-30.2867,0.0667,130.0,1.102,0.3333,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.5333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0
1,2915.36,10.0972,0.00069,2.001,61.3375,0.0417,97.5,3.3471,0.2917,0.0417,0.0,0.0,0.2083,0.0,0.0,0.0,0.0833,0.0417,0.125,0.125,0.0,0.0417,0.0,0.125,0.0417,0.0833,0.0417,0.0,0.0417
1,7894.23,4.8323,-0.00028,-2.192,47.8731,0.0896,113.5821,1.7243,0.4925,0.0597,0.0448,0.0597,0.1493,0.0896,0.0149,0.0,0.0299,0.0299,0.0896,0.2239,0.0149,0.0149,0.0,0.0746,0.0448,0.0299,0.0299,0.0,0.0
1,1317.59,13.707,0.00227,2.996,78.4273,0.0909,106.3636,1.6773,0.2727,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.2727,0.0,0.2727,0.0,0.1818,0.0,0.0,0.0,0.0909,0.0
0,2930.44,12.2858,0.00405,11.86,177.1435,0.0435,16.9565,7.26,0.1739,0.0435,0.087,0.0435,0.0,0.0,0.087,0.0,0.0,0.0,0.087,0.0,0.0,0.0435,0.0435,0.4348,0.0,0.0435,0.0435,0.0,0.0435
1,6184.17,7.1763,0.00011,0.674,134.914,0.1228,3.5088,0.247,0.386,0.0351,0.2632,0.0,0.0,0.0,0.1579,0.1228,0.0,0.0,0.0,0.0,0.0877,0.0,0.0,0.0,0.2105,0.0,0.0,0.1228,0.0
1,1961.49,13.2344,0.00357,6.995,30.6,0.1765,98.2353,0.0706,0.5882,0.2941,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.3529,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0
0,3865.93,5.3442,-0.0007,-2.697,82.9152,0.0303,17.8788,5.1421,0.0909,0.0606,0.0,0.0303,0.2424,0.0,0.0606,0.0909,0.0,0.0606,0.0303,0.0303,0.0,0.0303,0.0303,0.1212,0.1212,0.0606,0.0,0.0,0.0303
1,9531.02,11.1226,0.00122,11.66,42.6048,0.0482,71.5663,2.9893,0.3373,0.0482,0.0602,0.0482,0.0241,0.012,0.0602,0.0,0.0361,0.0241,0.0482,0.0723,0.0241,0.0361,0.0723,0.1566,0.0602,0.0964,0.0843,0.012,0.0241
1,6777.61,5.5107,-0.00018,-1.237,24.2467,0.1167,52.0,1.5972,0.3333,0.0333,0.0833,0.0333,0.0833,0.05,0.0833,0.0167,0.0333,0.0833,0.0667,0.0667,0.0333,0.0,0.0167,0.0167,0.0667,0.1333,0.0333,0.0333,0.0333
0,3618.5,8.5632,0.00151,5.454,21.2455,0.0606,73.9394,0.8855,0.5152,0.0303,0.2424,0.0303,0.0,0.0303,0.1212,0.0,0.0303,0.0303,0.1212,0.1515,0.0303,0.0,0.0303,0.0606,0.0606,0.0,0.0,0.0,0.0303
0,3619.26,11.3926,0.00083,2.998,45.8278,0.0,86.9444,0.8125,0.4167,0.1389,0.0,0.0,0.0556,0.0,0.1111,0.0,0.0833,0.0,0.0556,0.0833,0.0833,0.0556,0.0,0.0556,0.1667,0.0833,0.0278,0.0,0.0
0,1653.87,10.2319,0.00127,2.095,73.025,0.25,0.0,3.9917,0.1667,0.0,0.0,0.0833,0.0833,0.0833,0.0,0.0833,0.0,0.0833,0.1667,0.0,0.0833,0.0,0.0,0.0833,0.0,0.0833,0.0,0.0833,0.0833
1,9683.02,10.5187,0.00062,6.005,22.7533,0.0444,78.1111,1.9533,0.3667,0.1222,0.0,0.0444,0.0778,0.0444,0.0778,0.0,0.0556,0.0556,0.1333,0.0556,0.0111,0.0444,0.0444,0.0444,0.0556,0.0556,0.0778,0.0,0.0
1,1782.11,12.3999,0.00168,2.997,84.12,0.1333,78.0,2.3013,0.4,0.0667,0.0,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.0,0.0,0.0667,0.0,0.2,0.0667,0.2,0.0,0.0,0.0667,0.0,0.0
0,3453.98,10.5081,0.00121,4.192,-2.6548,0.129,62.9032,0.9768,0.3226,0.0645,0.0,0.0,0.0323,0.0645,0.0968,0.0645,0.0323,0.0323,0.129,0.0645,0.0323,0.0323,0.0323,0.0,0.0645,0.129,0.0645,0.0,0.0645
0,2109.14,4.5889,-0.0009,-1.9,35.685,0.0,39.0,3.841,0.15,0.05,0.0,0.1,0.15,0.0,0.2,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.05,0.1,0.1,0.0,0.05,0.0,0.0
1,3450.03,10.0205,0.00064,2.196,63.2219,0.0625,94.6875,0.5906,0.4688,0.1875,0.0,0.0,0.0938,0.0312,0.0312,0.0625,0.0312,0.0,0.125,0.0938,0.0312,0.0625,0.0312,0.0,0.0938,0.0,0.0938,0.0,0.0312
0,1656.06,13.7109,0.00241,3.996,61.88,0.0,143.3333,1.082,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.2667,0.0667,0.0,0.0667,0.1333,0.1333,0.0,0.0667,0.0,0.0
1,1988.48,11.1567,0.00206,4.095,-15.5588,0.0588,148.8235,0.1365,0.4118,0.0,0.0,0.0,0.0588,0.0,0.1176,0.0588,0.1176,0.0,0.2353,0.1765,0.0,0.0,0.0588,0.0,0.0,0.0,0.1176,0.0588,0.0
0,4948.59,7.7656,0.00047,2.323,48.9596,0.0213,35.3191,2.5491,0.3617,0.0638,0.2128,0.0426,0.0426,0.0,0.1277,0.0,0.0213,0.1064,0.0426,0.0213,0.0,0.0213,0.0426,0.0851,0.0638,0.0426,0.0426,0.0,0.0213
1,1465.74,10.0254,0.00068,0.997,20.9154,0.2308,120.0,-1.1546,0.6154,0.1538,0.0,0.0,0.0769,0.1538,0.0769,0.0,0.0,0.0,0.0769,0.1538,0.0,0.0,0.0,0.0,0.0769,0.0,0.1538,0.0769,0.0
1,7529.79,12.1628,0.00214,16.124,38.98,0.0308,76.4615,3.1308,0.2615,0.0308,0.0154,0.0308,0.0,0.0,0.0462,0.0308,0.0308,0.0769,0.1385,0.1231,0.0154,0.0308,0.0308,0.1231,0.0615,0.1385,0.0462,0.0154,0.0154
0,1578.68,4.0391,-0.00184,-2.902,25.6692,0.1538,104.6154,1.6831,0.3846,0.0769,0.0,0.0769,0.2308,0.0,0.0,0.0769,0.0769,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.0,0.1538
0,3563.18,12.2759,0.00138,4.93,88.7647,0.0588,77.6471,1.3379,0.3824,0.1176,0.0294,0.0,0.0294,0.0294,0.1471,0.0,0.0,0.0,0.0,0.1471,0.0294,0.1471,0.0,0.1471,0.1176,0.0,0.0294,0.0294,0.0
1,3236.02,12.9492,0.00371,11.994,129.7375,0.125,117.5,4.1525,0.375,0.0,0.0,0.0,0.0,0.0417,0.0,0.0,0.0,0.0,0.125,0.2083,0.0,0.0417,0.0417,0.3333,0.0,0.0,0.125,0.0417,0.0417
0,3050.4,7.6499,0.00024,0.727,59.0464,0.0714,24.2857,2.0457,0.2143,0.0,0.1429,0.0357,0.0357,0.0,0.1071,0.0,0.0357,0.1071,0.0357,0.0,0.0,0.1786,0.0714,0.0357,0.0714,0.0357,0.0357,0.0357,0.0357
1,1850.95,4.0049,-0.00103,-1.905,4.4133,0.2,58.6667,2.278,0.2,0.0667,0.0,0.2,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.1333,0.0,0.0667,0.1333,0.0,0.0667,0.0667,0.0,0.0667,0.1333
0,1943.24,11.8247,0.00206,3.994,105.9267,0.2667,32.6667,2.5933,0.2,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0667,0.0667,0.0667,0.0,0.2,0.0667,0.1333,0.0,0.1333,0.1333
0,1639.11,13.5586,0.00183,2.996,4.6625,0.0,188.75,-1.2925,0.8125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.3125,0.0,0.0
1,1856.15,8.9473,0.00106,1.96,72.8563,0.0625,97.5,2.0906,0.375,0.0,0.125,0.0625,0.0,0.0,0.125,0.0625,0.1875,0.125,0.0,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.0
1,3698.26,3.9302,-0.00056,-2.068,26.7,0.0,144.8649,-0.1219,0.5405,0.1351,0.027,0.0541,0.0541,0.0,0.0811,0.0,0.027,0.027,0.027,0.1892,0.0,0.0,0.0541,0.0,0.0811,0.0811,0.1622,0.0,0.0
1,1957.46,13.0,0.00153,2.995,30.5111,0.1111,162.7778,-1.2622,0.6111,0.1111,0.0,0.0,0.0,0.1111,0.0,0.0,0.1111,0.0,0.1111,0.2778,0.0,0.1111,0.0,0.0,0.1667,0.0,0.0,0.0,0.0
0,2866.42,13.707,0.00105,2.996,96.5385,0.0385,78.8462,0.9754,0.4615,0.1154,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0385,0.0,0.1154,0.1538,0.0385,0.0769,0.0769,0.1538,0.0769,0.0769,0.0385,0.0
0,2930.63,12.1367,0.00136,3.995,48.564,0.12,124.8,-0.0212,0.48,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.2,0.04,0.04,0.08,0.08,0.12,0.0,0.08,0.04,0.08,0.04,0.04,0.04
0,1297.49,8.7656,0.00087,1.126,-25.5846,0.0769,89.2308,-0.6115,0.4615,0.0,0.0769,0.0,0.0,0.0769,0.2308,0.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0769,0.3077,0.0,0.0
0,5351.15,11.8062,0.00092,4.93,74.751,0.0612,65.7143,2.0382,0.3469,0.0612,0.0204,0.0,0.0408,0.0408,0.0408,0.0,0.0612,0.0,0.0,0.0612,0.0612,0.0816,0.0204,0.1224,0.2245,0.102,0.0408,0.0,0.0204
0,3260.34,3.5408,-0.00273,-8.893,103.2143,0.0714,55.7143,3.5407,0.25,0.0,0.0,0.1429,0.25,0.0714,0.0357,0.0357,0.0714,0.0,0.0,0.0714,0.0357,0.0,0.0357,0.0357,0.2143,0.0,0.0,0.0,0.0
0,2151.3,4.0801,-0.00139,-2.997,26.6556,0.1111,60.0,3.0094,0.3333,0.1667,0.0,0.0556,0.2778,0.0556,0.0,0.0,0.0556,0.0,0.0556,0.0556,0.0,0.0,0.0556,0.0556,0.0556,0.0556,0.0,0.0556,0.0
0,1388.45,4.4512,-0.00072,-1.0,31.5067,0.0,46.0,1.534,0.2667,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0667,0.0667,0.0,0.0667,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0,2339.77,12.2446,0.00421,9.861,142.5526,0.0,0.0,7.0689,0.1053,0.0,0.1053,0.0526,0.0,0.0,0.1053,0.0,0.0,0.0,0.1579,0.0,0.0,0.1053,0.0526,0.3684,0.0526,0.0,0.0,0.0,0.0
1,4918.73,9.801,0.00154,7.591,59.0533,0.0444,39.1111,2.5927,0.3111,0.0889,0.1333,0.0222,0.0444,0.0,0.0667,0.0,0.0444,0.0444,0.1333,0.0,0.0,0.0889,0.0222,0.0889,0.0667,0.0667,0.0444,0.0,0.0444
0,2480.83,11.5723,0.00125,3.096,51.887,0.0435,101.7391,1.5526,0.3913,0.087,0.0,0.0,0.0435,0.0435,0.0435,0.0435,0.0435,0.1304,0.087,0.1304,0.0,0.0435,0.0,0.0435,0.1739,0.0,0.087,0.0,0.0
1,2407.01,10.4277,0.0016,3.86,4.4083,0.0833,126.25,-1.1954,0.625,0.1667,0.0833,0.0,0.0,0.0833,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.0417,0.0,0.0,0.0833,0.0,0.0417,0.0,0.0
0,2141.56,8.7598,0.00043,0.928,41.1571,0.0952,130.4762,-1.289,0.619,0.1905,0.0476,0.0,0.0,0.0476,0.0476,0.0,0.0476,0.0,0.0,0.2381,0.0476,0.0,0.0,0.0,0.2381,0.0476,0.0,0.0476,0.0
0,2734.16,9.7764,0.00139,3.796,94.687,0.0435,25.6522,3.8548,0.2609,0.087,0.1304,0.0435,0.087,0.0,0.0,0.0,0.0435,0.0,0.1304,0.0,0.0,0.087,0.087,0.1304,0.0435,0.087,0.0,0.0435,0.0
0,4011.73,14.0938,0.00324,12.984,68.9103,0.0,107.5862,5.909,0.2759,0.0,0.0,0.0,0.0,0.0,0.0,0.3448,0.0,0.0,0.0,0.2759,0.0,0.0,0.0,0.3793,0.0,0.0,0.0,0.0,0.0
1,1525.91,13.0781,0.00268,4.094,107.2417,0.1667,97.5,0.1667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0833,0.0833,0.0833,0.0,0.25,0.1667,0.0833,0.0,0.0,0.0,0.0833,0.0,0.0,0.1667,0.0
0,5786.65,12.5957,0.00121,6.996,59.2639,0.0164,91.6393,0.6305,0.541,0.3279,0.0,0.0164,0.0,0.0164,0.0656,0.0,0.0,0.0164,0.0492,0.0656,0.0164,0.0656,0.0328,0.0656,0.1148,0.0328,0.1148,0.0,0.0
0,2284.79,6.125,-3e-05,-0.071,38.5762,0.0952,157.619,-1.2829,0.619,0.0476,0.0476,0.0,0.0476,0.0476,0.0,0.0,0.0,0.0,0.0,0.2857,0.0476,0.0476,0.0,0.0,0.1905,0.0476,0.1429,0.0,0.0476
0,1610.82,6.8125,-0.0,-0.002,21.0857,0.2143,69.2857,1.0536,0.5,0.0714,0.0,0.0714,0.0714,0.2143,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714,0.0714,0.0,0.0714,0.2143,0.0,0.0
0,1180.34,3.71,-0.00085,-1.003,18.1417,0.0833,97.5,-0.25,0.5,0.0833,0.0,0.1667,0.0,0.0833,0.25,0.0,0.0,0.0,0.0,0.1667,0.0833,0.0,0.0,0.0,0.0833,0.0,0.0833,0.0,0.0
0,4137.89,11.5723,0.00075,3.095,40.0579,0.0526,121.0526,0.4937,0.5789,0.2105,0.0,0.0263,0.0,0.0526,0.0,0.0263,0.0789,0.1316,0.0526,0.1579,0.0526,0.0263,0.0526,0.0263,0.0263,0.0526,0.0263,0.0,0.0
0,6226.27,12.4121,0.00129,8.028,88.8068,0.0339,91.0169,1.3953,0.3898,0.1017,0.0169,0.0,0.0169,0.0339,0.0678,0.0169,0.0169,0.0,0.0339,0.1525,0.0169,0.1186,0.0508,0.1017,0.1695,0.0339,0.0508,0.0,0.0
0,4329.9,12.1104,0.00161,6.96,20.1162,0.1351,42.1622,2.7281,0.2162,0.027,0.0541,0.027,0.0,0.027,0.1351,0.027,0.0541,0.027,0.027,0.027,0.0,0.0541,0.027,0.1622,0.0811,0.1081,0.027,0.1081,0.0
0,1923.32,10.5156,0.00149,2.861,44.4471,0.1176,97.6471,1.4706,0.5882,0.1176,0.1176,0.0588,0.0,0.1176,0.0588,0.0,0.1176,0.0,0.0,0.0588,0.0,0.0588,0.0,0.1765,0.0588,0.0,0.0588,0.0,0.0
0,3467.91,8.1155,0.00053,1.827,14.8129,0.0645,56.7742,2.8794,0.3871,0.0968,0.129,0.0645,0.0645,0.0323,0.0968,0.0323,0.0323,0.0968,0.0323,0.0645,0.0,0.0323,0.0,0.129,0.0323,0.0,0.0323,0.0,0.0323
0,10394.67,6.6934,-8e-05,-0.786,78.7439,0.0408,52.7551,1.7688,0.3776,0.0612,0.1633,0.051,0.0204,0.0102,0.0612,0.0306,0.0204,0.0612,0.0204,0.0612,0.0102,0.0204,0.0408,0.0408,0.1122,0.1327,0.051,0.0,0.0306
0,3178.77,12.2847,0.00216,6.86,97.7464,0.0714,73.2143,2.5936,0.4286,0.0714,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0357,0.0,0.0357,0.1071,0.0357,0.0,0.0,0.1786,0.2143,0.1429,0.0357,0.0,0.0
1,2023.45,13.8633,0.00266,5.391,214.5687,0.0,146.25,2.9913,0.375,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,1610.93,12.1367,0.00248,3.995,41.7077,0.1538,90.0,2.3992,0.4615,0.0769,0.0,0.0,0.0,0.0769,0.0,0.0,0.0769,0.1538,0.0769,0.0769,0.0769,0.0,0.0,0.1538,0.0769,0.0,0.0769,0.0,0.0769
1,1882.27,13.9141,0.00319,5.996,276.1833,0.3333,97.5,4.21,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.4167,0.0,0.0,0.0,0.3333,0.0
1,4827.76,10.4626,0.00121,5.863,3.0522,0.0652,88.913,0.7754,0.413,0.0435,0.0435,0.0435,0.0435,0.0652,0.1957,0.0,0.1087,0.0435,0.1739,0.0435,0.0217,0.0,0.0,0.0217,0.0217,0.0435,0.087,0.0,0.0
1,3326.08,11.5215,0.00152,5.058,70.275,0.0357,118.2143,1.7696,0.4286,0.0,0.0714,0.0357,0.0,0.0,0.0357,0.0714,0.0,0.0,0.0,0.25,0.0357,0.1429,0.0,0.1786,0.0,0.0714,0.0714,0.0,0.0357
0,3286.72,7.4707,0.00024,0.791,18.4097,0.0323,44.1935,1.8916,0.3548,0.0645,0.1935,0.0,0.0968,0.0,0.1613,0.0645,0.0645,0.0323,0.0323,0.0323,0.0,0.0,0.0323,0.0645,0.0645,0.0645,0.0,0.0,0.0323
1,1732.04,13.5742,0.00288,4.995,0.1875,0.0,91.25,2.2738,0.25,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.1875,0.125,0.0,0.0,0.0,0.0625,0.1875,0.1875,0.0625,0.0,0.0
1,4652.34,4.6077,-0.00044,-2.062,28.285,0.05,114.5,2.1735,0.4,0.025,0.025,0.1,0.15,0.05,0.025,0.0,0.075,0.0,0.125,0.175,0.0,0.0,0.025,0.05,0.075,0.05,0.05,0.0,0.0
0,1845.22,11.2207,0.00108,1.998,49.0067,0.0667,123.3333,2.0807,0.5333,0.0667,0.0,0.0,0.1333,0.0667,0.0,0.0,0.0667,0.0667,0.0667,0.1333,0.0667,0.0,0.0667,0.1333,0.0,0.0,0.1333,0.0,0.0
0,8225.68,6.5703,-6e-05,-0.513,31.2013,0.1053,92.3684,0.2703,0.5,0.0526,0.1184,0.0658,0.0132,0.0658,0.0789,0.0132,0.0921,0.0395,0.0526,0.0921,0.0263,0.0395,0.0132,0.0132,0.0921,0.0395,0.0526,0.0,0.0395
0,6693.46,11.9595,0.00121,8.094,30.8574,0.0984,36.8852,2.2549,0.2459,0.0656,0.0,0.0,0.0164,0.082,0.0492,0.0164,0.0164,0.082,0.082,0.0492,0.0164,0.082,0.0492,0.0492,0.1148,0.1967,0.0164,0.0,0.0164
1,8289.68,11.8037,0.00133,11.002,27.5466,0.0685,103.0137,2.5245,0.4247,0.137,0.0,0.0548,0.0548,0.0411,0.0822,0.0,0.0411,0.0137,0.0685,0.137,0.0,0.0274,0.0,0.1781,0.0,0.0685,0.0685,0.0137,0.0137
0,1721.97,11.2881,0.00174,2.995,61.88,0.1333,71.3333,2.5413,0.2667,0.0,0.0,0.0667,0.0,0.0667,0.1333,0.0,0.0667,0.0667,0.0667,0.0667,0.0,0.0667,0.0,0.1333,0.0667,0.0667,0.0667,0.0,0.0667
1,2302.69,10.6904,0.00139,3.195,19.4048,0.0476,88.5714,1.2052,0.381,0.1429,0.0,0.0,0.0952,0.0476,0.1429,0.0952,0.0952,0.0,0.1905,0.0952,0.0,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,0.0
0,10868.34,11.2397,0.00102,11.092,73.4093,0.0825,58.3505,2.4376,0.3196,0.0619,0.0309,0.0206,0.0309,0.0619,0.0515,0.0309,0.0206,0.0412,0.0515,0.0825,0.0206,0.0825,0.0515,0.1031,0.1443,0.0515,0.0412,0.0,0.0206
1,8237.64,7.8154,0.0001,0.805,38.9366,0.0704,100.1408,1.947,0.4225,0.0141,0.0423,0.0704,0.1127,0.0704,0.0563,0.0,0.0563,0.0282,0.1127,0.1549,0.0282,0.0141,0.0141,0.0704,0.0563,0.0423,0.0563,0.0,0.0
1,1625.96,12.8438,0.00129,2.094,-1.2375,0.0625,158.75,-1.0994,0.5625,0.125,0.0,0.0,0.0,0.0625,0.125,0.0625,0.125,0.0,0.0625,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0
0,2860.5,12.1299,0.00105,2.997,42.2692,0.0385,138.8462,0.3604,0.5385,0.0769,0.0,0.0,0.0385,0.0385,0.0385,0.0,0.0385,0.0385,0.0385,0.2692,0.0769,0.0385,0.0,0.0769,0.1538,0.0385,0.0385,0.0,0.0
0,7439.65,12.3008,0.00119,8.86,72.9183,0.0845,87.8873,0.9573,0.4366,0.0704,0.0282,0.0,0.0,0.0845,0.0423,0.0,0.0563,0.0,0.0423,0.0986,0.0282,0.0423,0.0141,0.0704,0.3099,0.0423,0.0704,0.0,0.0
0,2238.33,3.7412,-0.00268,-5.993,71.0842,0.0526,72.1053,3.7379,0.3158,0.1053,0.0,0.1053,0.3684,0.0526,0.0,0.0,0.0,0.0,0.0526,0.1579,0.0,0.0,0.0,0.0526,0.1053,0.0,0.0,0.0,0.0
1,8173.28,8.3916,0.00048,3.887,46.8081,0.0946,68.5135,1.8436,0.3919,0.0676,0.0811,0.0811,0.0,0.0541,0.1081,0.0405,0.027,0.0135,0.0405,0.0811,0.0135,0.0135,0.0676,0.0811,0.0676,0.0541,0.0676,0.0,0.0405
1,3281.9,12.2249,0.00184,6.03,97.9393,0.0,121.7857,3.1707,0.4286,0.0714,0.0357,0.0,0.0714,0.0,0.0714,0.0357,0.1429,0.0,0.0,0.0714,0.0,0.0357,0.0714,0.25,0.0357,0.0,0.1071,0.0,0.0
1,11633.37,11.4446,0.00141,16.361,69.2828,0.0505,72.0202,3.3079,0.2828,0.0606,0.0202,0.0303,0.0606,0.0101,0.0404,0.0505,0.0505,0.0202,0.101,0.1111,0.0202,0.0404,0.0404,0.1414,0.1313,0.0202,0.0101,0.0202,0.0202
0,3769.46,10.8223,0.0013,4.891,67.3026,0.0263,93.1579,0.5618,0.6053,0.3421,0.0789,0.0,0.0,0.0,0.0263,0.0263,0.0263,0.0,0.0,0.1053,0.0263,0.0789,0.0,0.1053,0.1053,0.0263,0.0263,0.0,0.0263
1,3341.8,4.1499,-0.0009,-2.996,32.4767,0.0,126.6667,1.2957,0.4667,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0667,0.2,0.0333,0.0,0.0667,0.0,0.0667,0.0333,0.1333,0.0,0.0
1,2378.84,10.6904,0.00126,2.997,-13.1455,0.0909,80.0,0.6859,0.4545,0.1364,0.0,0.0455,0.0455,0.0909,0.0909,0.0,0.0,0.0455,0.1818,0.1364,0.0455,0.0455,0.0,0.0,0.0,0.0909,0.0455,0.0,0.0
0,2738.16,10.8042,0.00113,3.094,7.144,0.12,93.6,0.9032,0.44,0.12,0.0,0.04,0.0,0.08,0.0,0.04,0.0,0.0,0.08,0.12,0.0,0.04,0.0,0.04,0.16,0.12,0.12,0.0,0.04
0,1362.58,8.0869,0.00063,0.86,-11.2667,0.25,40.8333,0.0425,0.5,0.1667,0.1667,0.0833,0.0,0.0833,0.0833,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0833,0.0833,0.0833
0,2998.32,6.0918,-0.00027,-0.8,53.7926,0.0,79.6296,2.3848,0.3333,0.1481,0.0,0.037,0.1852,0.0,0.037,0.0741,0.037,0.037,0.1481,0.0741,0.0,0.037,0.0741,0.0,0.037,0.0,0.0741,0.0,0.0
1,1612.84,10.0137,0.00062,0.998,89.1385,0.1538,60.0,2.3846,0.3077,0.0769,0.0,0.0769,0.0769,0.0769,0.0,0.0,0.0769,0.0,0.0769,0.0,0.0,0.1538,0.1538,0.0769,0.0,0.0,0.0769,0.0769,0.0
1,2321.83,14.0254,0.0056,12.995,52.9167,0.0,43.3333,7.4989,0.1111,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.2222,0.1111,0.0,0.0,0.0,0.4444,0.0,0.1111,0.0,0.0,0.0
1,2616.38,10.6924,0.00186,4.86,31.0708,0.0833,146.25,-1.1775,0.625,0.0833,0.0833,0.0,0.0,0.0833,0.0417,0.0,0.125,0.0,0.1667,0.1667,0.0,0.0833,0.0,0.0,0.0,0.0833,0.0833,0.0,0.0
0,3759.44,13.8633,0.00159,5.996,60.2382,0.0588,106.1765,1.4838,0.4118,0.0588,0.0,0.0,0.0,0.0588,0.0588,0.0,0.0882,0.0294,0.0294,0.1471,0.0294,0.0588,0.0588,0.1176,0.1471,0.0882,0.0294,0.0,0.0
1,1476.9,12.1846,0.00406,5.994,63.2364,0.1818,141.8182,2.1791,0.4545,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0909,0.0,0.2727,0.2727,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0909
1,2315.74,13.9902,0.00345,7.996,131.7067,0.4667,0.0,5.6587,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.4667,0.0,0.0,0.0,0.1333,0.0
